"id","text","screenName","created","favoriteCount","retweetCount"
"1447500091598725127","Die #Inflation schlägt zu: <U+0001F1E9><U+0001F1EA> #Sparer verlieren pro Monat 7 Mrd #Euro an Kaufkraft. #Deutschland steht auf Rang 18… https://t.co/YPyU8g9Qjd","Alice_Weidel",2021-10-11 09:51:29,2073,518
"1446457168392249347","Mit der unausgereiften #Verkehrswende treibt man #Deutschland in die #Demobilisierung, enteignet Bürger schleichend… https://t.co/EVH5zYiQcw","Alice_Weidel",2021-10-08 12:47:17,1135,273
"1446425568778637314","12 Staaten fordern die #EU dazu auf, endlich zu handeln, um illegale #Migration einzugrenzen. #Deutschland ist natü… https://t.co/xqPMDbVzUw","Alice_Weidel",2021-10-08 10:41:43,3124,883
"1446371383227920405","#Merkel ist vielfach die Patin des organisierten Verbrechens. An ihrem Erbe werden sich noch Generationen in… https://t.co/6yfvUg6Ys4","Alice_Weidel",2021-10-08 07:06:24,2483,614
"1446075449713610762","Das Urteil des bayerischen Verwaltungsgerichtshofs ist ein wichtiger Meilenstein in der rechtsstaatlichen Auseinand… https://t.co/pYGzKUDs8t","Alice_Weidel",2021-10-07 11:30:28,2047,459
"1444588601308758019","31 Jahre nach der #Wiedervereinigung ist #Deutschland erneut gespalten: In Ost und #West, in ""hell"" und ""dunkel"", i… https://t.co/62R3jqPmqX","Alice_Weidel",2021-10-03 09:02:16,3510,808
"1441773230927319043","Gelungenes Wahlkampffinale der #AfD #BadenWuerttemberg in #Karlsruhe! Herzlichen Dank für die große Unterstützung!… https://t.co/VXTV6ulCxZ","Alice_Weidel",2021-09-25 14:34:59,2240,404
"1441020203731755012","Das mit der ""heißen Phase des Wahlkampfs"" haben @Tino_Chrupalla und ich heute wörtlich genommen: Wir haben uns die… https://t.co/78IZ5vmf6Y","Alice_Weidel",2021-09-23 12:42:44,1873,395
"1440659068301963267","Niemand hat das Recht, Gewalt anzuwenden, weil er sich ungerecht behandelt fühlt. Wir verurteilen dieses abscheulic… https://t.co/dOXTOoqWH5","Alice_Weidel",2021-09-22 12:47:42,2223,411
"1440223728009289735","Was ich mir in den ersten 100 Tagen einer neuen #Regierung wünsche? Dass die #Menschen ihre #Grundrechte vollumfäng… https://t.co/Crvv8R9c8a","Alice_Weidel",2021-09-21 07:57:49,4784,1308
"1438803612872888320","Bei schönstem Wetter konnten wir die Menschen in Neubrandenburg hoffentlich davon überzeugen, am 26. September #AfD… https://t.co/tI3Qf9zTlo","Alice_Weidel",2021-09-17 09:54:47,1764,322
"1436232323217887233","Ob Tankstelle, Supermarkt oder Dienstleistungen - die #Inflation steigt, die Verbraucher bekommen immer weniger für… https://t.co/wsQdoNoajs","Alice_Weidel",2021-09-10 07:37:24,2503,709
